bfsCode;Gemeindename;Kanton_Code;Kanton;Bezirk_Code;Bezirksname;Grossregion_Code;Grossregion_Text;Agglo_2012_Code;Agglo_2012_Text;Agglogrkl_2012_Code;Agglogrkl_2012_Text;raumStadt_2012_Code;raumStadt_2012_Text;Stadt_2012_Code;Stadt_2012_Text;Stadt_Land_2012_Code;Stadt_Land_2012_Text;Gdetypen_9_2012_Code;Gdetypen_9_2012_Text;Gdetypen_25_2012_Code;Gdetypen_25_2012_Text;Arbmarktgrossreg_2018_Code;Arbmarktgrossreg_2018_Text;Arbmarktreg_2018_Code;Arbmarktreg_2018_Text;Sprachgebiet_2016_Code;Sprachgebiet_2016_Text;Berggebiet_2019_Code;Berggebiet_2019_Text;DEGURBA_2011_Code;DEGURBA_2011_Text;GreaterCity_2011_Code;GreaterCity_2011_Text;Funktional_Stadt_2014_Code;Funktional_Stadt_2014_Text;MS_Region_2000_Code;MS_Region_2000_Text;Arbmarktreg_2000_Code;Arbmarktreg_2000_Text;Typ_MS_Reg_Code;Typ_MS_Reg_Text;Europ_Berggebiet_Code;Europ_Berggebiet_Text
54;Dietlikon;1;ZH;103;Bülach;4;Zürich;261;Zürich;1;>= 500'000 Einwohner/innen;2;Agglomerationskerngemeinde (Hauptkern);0;nein;1;Städtisch;11;Städtische Gemeinde einer grossen Agglomeration;112;Städtische Arbeitsplatzgemeinde einer grossen Agglomeration;12;Region Zürich;12036;Uster–Dübendorf;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;1;Dichtbesiedeltes Gebiet;261950;Zürich: erweiterte Stadt;261960;Zürich: funktionales städtisches Gebiet;2;Glattal-Furttal;10;Zürich;1;Metropolraum, Kernagglomeration (MAC);0;Keine Zuordnung
55;Eglisau;1;ZH;103;Bülach;4;Zürich;261;Zürich;1;>= 500'000 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);22;Periurbane Gemeinde mittlerer Dichte;226;Periurbane Industriegemeinde mittlerer Dichte;12;Region Zürich;12032;Kloten;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;10;Zürcher Unterland;10;Zürich;2;Metropolraum, suburbane Zone (MZS);1;Mittelland - Hochrhein
56;Embrach;1;ZH;103;Bülach;4;Zürich;261;Zürich;1;>= 500'000 Einwohner/innen;3;Agglomerationskerngemeinde (Nebenkern);0;nein;1;Städtisch;11;Städtische Gemeinde einer grossen Agglomeration;113;Städtische Wohngemeinde einer grossen Agglomeration;12;Region Zürich;12032;Kloten;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;10;Zürcher Unterland;10;Zürich;2;Metropolraum, suburbane Zone (MZS);1;Mittelland - Hochrhein
57;Freienstein-Teufen;1;ZH;103;Bülach;4;Zürich;261;Zürich;1;>= 500'000 Einwohner/innen;3;Agglomerationskerngemeinde (Nebenkern);0;nein;1;Städtisch;11;Städtische Gemeinde einer grossen Agglomeration;113;Städtische Wohngemeinde einer grossen Agglomeration;12;Region Zürich;12032;Kloten;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;10;Zürcher Unterland;10;Zürich;2;Metropolraum, suburbane Zone (MZS);1;Mittelland - Hochrhein
58;Glattfelden;1;ZH;103;Bülach;4;Zürich;261;Zürich;1;>= 500'000 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);22;Periurbane Gemeinde mittlerer Dichte;227;Periurbane Dienstleistungsgemeinde mittlerer Dichte;12;Region Zürich;12032;Kloten;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;10;Zürcher Unterland;10;Zürich;2;Metropolraum, suburbane Zone (MZS);0;Keine Zuordnung
59;Hochfelden;1;ZH;103;Bülach;4;Zürich;261;Zürich;1;>= 500'000 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);22;Periurbane Gemeinde mittlerer Dichte;226;Periurbane Industriegemeinde mittlerer Dichte;12;Region Zürich;12032;Kloten;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;10;Zürcher Unterland;10;Zürich;2;Metropolraum, suburbane Zone (MZS);0;Keine Zuordnung
60;Höri;1;ZH;103;Bülach;4;Zürich;261;Zürich;1;>= 500'000 Einwohner/innen;3;Agglomerationskerngemeinde (Nebenkern);0;nein;1;Städtisch;11;Städtische Gemeinde einer grossen Agglomeration;113;Städtische Wohngemeinde einer grossen Agglomeration;12;Region Zürich;12032;Kloten;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;10;Zürcher Unterland;10;Zürich;2;Metropolraum, suburbane Zone (MZS);0;Keine Zuordnung
61;Hüntwangen;1;ZH;103;Bülach;4;Zürich;261;Zürich;1;>= 500'000 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;3;Ländlich;23;Periurbane Gemeinde geringer Dichte;237;Periurbane Dienstleistungsgemeinde geringer Dichte;12;Region Zürich;12032;Kloten;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;10;Zürcher Unterland;10;Zürich;2;Metropolraum, suburbane Zone (MZS);0;Keine Zuordnung
62;Kloten;1;ZH;103;Bülach;4;Zürich;261;Zürich;1;>= 500'000 Einwohner/innen;2;Agglomerationskerngemeinde (Hauptkern);1;ja (Stadt);1;Städtisch;11;Städtische Gemeinde einer grossen Agglomeration;112;Städtische Arbeitsplatzgemeinde einer grossen Agglomeration;12;Region Zürich;12032;Kloten;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;1;Dichtbesiedeltes Gebiet;261950;Zürich: erweiterte Stadt;261960;Zürich: funktionales städtisches Gebiet;2;Glattal-Furttal;10;Zürich;1;Metropolraum, Kernagglomeration (MAC);0;Keine Zuordnung
63;Lufingen;1;ZH;103;Bülach;4;Zürich;261;Zürich;1;>= 500'000 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);22;Periurbane Gemeinde mittlerer Dichte;227;Periurbane Dienstleistungsgemeinde mittlerer Dichte;12;Region Zürich;12032;Kloten;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;10;Zürcher Unterland;10;Zürich;2;Metropolraum, suburbane Zone (MZS);0;Keine Zuordnung
64;Nürensdorf;1;ZH;103;Bülach;4;Zürich;261;Zürich;1;>= 500'000 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);22;Periurbane Gemeinde mittlerer Dichte;227;Periurbane Dienstleistungsgemeinde mittlerer Dichte;12;Region Zürich;12032;Kloten;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;2;Glattal-Furttal;10;Zürich;1;Metropolraum, Kernagglomeration (MAC);0;Keine Zuordnung
65;Oberembrach;1;ZH;103;Bülach;4;Zürich;261;Zürich;1;>= 500'000 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;3;Ländlich;23;Periurbane Gemeinde geringer Dichte;237;Periurbane Dienstleistungsgemeinde geringer Dichte;12;Region Zürich;12032;Kloten;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;10;Zürcher Unterland;10;Zürich;2;Metropolraum, suburbane Zone (MZS);0;Keine Zuordnung
66;Opfikon;1;ZH;103;Bülach;4;Zürich;261;Zürich;1;>= 500'000 Einwohner/innen;2;Agglomerationskerngemeinde (Hauptkern);1;ja (Stadt);1;Städtisch;11;Städtische Gemeinde einer grossen Agglomeration;112;Städtische Arbeitsplatzgemeinde einer grossen Agglomeration;12;Region Zürich;12032;Kloten;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;1;Dichtbesiedeltes Gebiet;261950;Zürich: erweiterte Stadt;261960;Zürich: funktionales städtisches Gebiet;2;Glattal-Furttal;10;Zürich;1;Metropolraum, Kernagglomeration (MAC);0;Keine Zuordnung
67;Rafz;1;ZH;103;Bülach;4;Zürich;261;Zürich;1;>= 500'000 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);22;Periurbane Gemeinde mittlerer Dichte;226;Periurbane Industriegemeinde mittlerer Dichte;12;Region Zürich;12032;Kloten;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;10;Zürcher Unterland;10;Zürich;2;Metropolraum, suburbane Zone (MZS);0;Keine Zuordnung
68;Rorbas;1;ZH;103;Bülach;4;Zürich;261;Zürich;1;>= 500'000 Einwohner/innen;3;Agglomerationskerngemeinde (Nebenkern);0;nein;1;Städtisch;11;Städtische Gemeinde einer grossen Agglomeration;113;Städtische Wohngemeinde einer grossen Agglomeration;12;Region Zürich;12032;Kloten;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;10;Zürcher Unterland;10;Zürich;2;Metropolraum, suburbane Zone (MZS);1;Mittelland - Hochrhein
69;Wallisellen;1;ZH;103;Bülach;4;Zürich;261;Zürich;1;>= 500'000 Einwohner/innen;2;Agglomerationskerngemeinde (Hauptkern);1;ja (Stadt);1;Städtisch;11;Städtische Gemeinde einer grossen Agglomeration;112;Städtische Arbeitsplatzgemeinde einer grossen Agglomeration;12;Region Zürich;12036;Uster–Dübendorf;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;1;Dichtbesiedeltes Gebiet;261950;Zürich: erweiterte Stadt;261960;Zürich: funktionales städtisches Gebiet;2;Glattal-Furttal;10;Zürich;1;Metropolraum, Kernagglomeration (MAC);0;Keine Zuordnung
70;Wasterkingen;1;ZH;103;Bülach;4;Zürich;261;Zürich;1;>= 500'000 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;3;Ländlich;23;Periurbane Gemeinde geringer Dichte;237;Periurbane Dienstleistungsgemeinde geringer Dichte;12;Region Zürich;12032;Kloten;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;10;Zürcher Unterland;10;Zürich;2;Metropolraum, suburbane Zone (MZS);1;Mittelland - Hochrhein
71;Wil (ZH);1;ZH;103;Bülach;4;Zürich;261;Zürich;1;>= 500'000 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;3;Ländlich;23;Periurbane Gemeinde geringer Dichte;236;Periurbane Industriegemeinde geringer Dichte;12;Region Zürich;12032;Kloten;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;10;Zürcher Unterland;10;Zürich;2;Metropolraum, suburbane Zone (MZS);0;Keine Zuordnung
72;Winkel;1;ZH;103;Bülach;4;Zürich;261;Zürich;1;>= 500'000 Einwohner/innen;3;Agglomerationskerngemeinde (Nebenkern);0;nein;1;Städtisch;11;Städtische Gemeinde einer grossen Agglomeration;113;Städtische Wohngemeinde einer grossen Agglomeration;12;Region Zürich;12032;Kloten;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;10;Zürcher Unterland;10;Zürich;2;Metropolraum, suburbane Zone (MZS);0;Keine Zuordnung
81;Bachs;1;ZH;104;Dielsdorf;4;Zürich;261;Zürich;1;>= 500'000 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;3;Ländlich;23;Periurbane Gemeinde geringer Dichte;237;Periurbane Dienstleistungsgemeinde geringer Dichte;12;Region Zürich;12032;Kloten;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;10;Zürcher Unterland;10;Zürich;2;Metropolraum, suburbane Zone (MZS);1;Mittelland - Hochrhein
82;Boppelsen;1;ZH;104;Dielsdorf;4;Zürich;261;Zürich;1;>= 500'000 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;3;Ländlich;23;Periurbane Gemeinde geringer Dichte;235;Periurbane Agrargemeinde geringer Dichte;12;Region Zürich;12031;Dietikon–Schlieren;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;2;Glattal-Furttal;10;Zürich;1;Metropolraum, Kernagglomeration (MAC);1;Mittelland - Hochrhein
83;Buchs (ZH);1;ZH;104;Dielsdorf;4;Zürich;261;Zürich;1;>= 500'000 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);21;Periurbane Gemeinde hoher Dichte;217;Periurbane Dienstleistungsgemeinde hoher Dichte;12;Region Zürich;12031;Dietikon–Schlieren;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;2;Glattal-Furttal;10;Zürich;1;Metropolraum, Kernagglomeration (MAC);1;Mittelland - Hochrhein
84;Dällikon;1;ZH;104;Dielsdorf;4;Zürich;261;Zürich;1;>= 500'000 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);21;Periurbane Gemeinde hoher Dichte;216;Periurbane Industriegemeinde hoher Dichte;12;Region Zürich;12031;Dietikon–Schlieren;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;2;Glattal-Furttal;10;Zürich;1;Metropolraum, Kernagglomeration (MAC);0;Keine Zuordnung
85;Dänikon;1;ZH;104;Dielsdorf;4;Zürich;261;Zürich;1;>= 500'000 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);22;Periurbane Gemeinde mittlerer Dichte;226;Periurbane Industriegemeinde mittlerer Dichte;12;Region Zürich;12031;Dietikon–Schlieren;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;2;Glattal-Furttal;10;Zürich;1;Metropolraum, Kernagglomeration (MAC);1;Mittelland - Hochrhein
86;Dielsdorf;1;ZH;104;Dielsdorf;4;Zürich;261;Zürich;1;>= 500'000 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);21;Periurbane Gemeinde hoher Dichte;217;Periurbane Dienstleistungsgemeinde hoher Dichte;12;Region Zürich;12032;Kloten;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;10;Zürcher Unterland;10;Zürich;2;Metropolraum, suburbane Zone (MZS);1;Mittelland - Hochrhein
87;Hüttikon;1;ZH;104;Dielsdorf;4;Zürich;261;Zürich;1;>= 500'000 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);22;Periurbane Gemeinde mittlerer Dichte;226;Periurbane Industriegemeinde mittlerer Dichte;12;Region Zürich;12031;Dietikon–Schlieren;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;2;Glattal-Furttal;10;Zürich;1;Metropolraum, Kernagglomeration (MAC);1;Mittelland - Hochrhein
88;Neerach;1;ZH;104;Dielsdorf;4;Zürich;261;Zürich;1;>= 500'000 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);22;Periurbane Gemeinde mittlerer Dichte;227;Periurbane Dienstleistungsgemeinde mittlerer Dichte;12;Region Zürich;12032;Kloten;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;10;Zürcher Unterland;10;Zürich;2;Metropolraum, suburbane Zone (MZS);0;Keine Zuordnung
89;Niederglatt;1;ZH;104;Dielsdorf;4;Zürich;261;Zürich;1;>= 500'000 Einwohner/innen;3;Agglomerationskerngemeinde (Nebenkern);0;nein;1;Städtisch;11;Städtische Gemeinde einer grossen Agglomeration;113;Städtische Wohngemeinde einer grossen Agglomeration;12;Region Zürich;12032;Kloten;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;10;Zürcher Unterland;10;Zürich;2;Metropolraum, suburbane Zone (MZS);0;Keine Zuordnung
90;Niederhasli;1;ZH;104;Dielsdorf;4;Zürich;261;Zürich;1;>= 500'000 Einwohner/innen;3;Agglomerationskerngemeinde (Nebenkern);0;nein;1;Städtisch;11;Städtische Gemeinde einer grossen Agglomeration;113;Städtische Wohngemeinde einer grossen Agglomeration;12;Region Zürich;12032;Kloten;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;10;Zürcher Unterland;10;Zürich;2;Metropolraum, suburbane Zone (MZS);0;Keine Zuordnung
91;Niederweningen;1;ZH;104;Dielsdorf;4;Zürich;261;Zürich;1;>= 500'000 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);22;Periurbane Gemeinde mittlerer Dichte;226;Periurbane Industriegemeinde mittlerer Dichte;12;Region Zürich;12032;Kloten;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;10;Zürcher Unterland;10;Zürich;2;Metropolraum, suburbane Zone (MZS);1;Mittelland - Hochrhein
92;Oberglatt;1;ZH;104;Dielsdorf;4;Zürich;261;Zürich;1;>= 500'000 Einwohner/innen;3;Agglomerationskerngemeinde (Nebenkern);0;nein;1;Städtisch;11;Städtische Gemeinde einer grossen Agglomeration;113;Städtische Wohngemeinde einer grossen Agglomeration;12;Region Zürich;12032;Kloten;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;10;Zürcher Unterland;10;Zürich;2;Metropolraum, suburbane Zone (MZS);0;Keine Zuordnung
93;Oberweningen;1;ZH;104;Dielsdorf;4;Zürich;261;Zürich;1;>= 500'000 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);22;Periurbane Gemeinde mittlerer Dichte;227;Periurbane Dienstleistungsgemeinde mittlerer Dichte;12;Region Zürich;12032;Kloten;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;10;Zürcher Unterland;10;Zürich;2;Metropolraum, suburbane Zone (MZS);1;Mittelland - Hochrhein
94;Otelfingen;1;ZH;104;Dielsdorf;4;Zürich;261;Zürich;1;>= 500'000 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);22;Periurbane Gemeinde mittlerer Dichte;227;Periurbane Dienstleistungsgemeinde mittlerer Dichte;12;Region Zürich;12031;Dietikon–Schlieren;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;2;Glattal-Furttal;10;Zürich;1;Metropolraum, Kernagglomeration (MAC);1;Mittelland - Hochrhein
95;Regensberg;1;ZH;104;Dielsdorf;4;Zürich;261;Zürich;1;>= 500'000 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);22;Periurbane Gemeinde mittlerer Dichte;227;Periurbane Dienstleistungsgemeinde mittlerer Dichte;12;Region Zürich;12032;Kloten;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;10;Zürcher Unterland;10;Zürich;2;Metropolraum, suburbane Zone (MZS);1;Mittelland - Hochrhein
96;Regensdorf;1;ZH;104;Dielsdorf;4;Zürich;261;Zürich;1;>= 500'000 Einwohner/innen;3;Agglomerationskerngemeinde (Nebenkern);1;ja (Stadt);1;Städtisch;11;Städtische Gemeinde einer grossen Agglomeration;112;Städtische Arbeitsplatzgemeinde einer grossen Agglomeration;12;Region Zürich;12031;Dietikon–Schlieren;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;2;Glattal-Furttal;10;Zürich;1;Metropolraum, Kernagglomeration (MAC);0;Keine Zuordnung
97;Rümlang;1;ZH;104;Dielsdorf;4;Zürich;261;Zürich;1;>= 500'000 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);21;Periurbane Gemeinde hoher Dichte;216;Periurbane Industriegemeinde hoher Dichte;12;Region Zürich;12032;Kloten;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;2;Glattal-Furttal;10;Zürich;1;Metropolraum, Kernagglomeration (MAC);0;Keine Zuordnung
98;Schleinikon;1;ZH;104;Dielsdorf;4;Zürich;261;Zürich;1;>= 500'000 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);22;Periurbane Gemeinde mittlerer Dichte;227;Periurbane Dienstleistungsgemeinde mittlerer Dichte;12;Region Zürich;12032;Kloten;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;10;Zürcher Unterland;10;Zürich;2;Metropolraum, suburbane Zone (MZS);1;Mittelland - Hochrhein
99;Schöfflisdorf;1;ZH;104;Dielsdorf;4;Zürich;261;Zürich;1;>= 500'000 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);22;Periurbane Gemeinde mittlerer Dichte;227;Periurbane Dienstleistungsgemeinde mittlerer Dichte;12;Region Zürich;12032;Kloten;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;10;Zürcher Unterland;10;Zürich;2;Metropolraum, suburbane Zone (MZS);1;Mittelland - Hochrhein
